01000001,[['Toán', '8.4'], ['Văn', '8.5'], ['Sử', '6.75'], ['Địa', '6'], ['Ngoại ngữ', '9.2'], ['GDCD', '9']]
01009270,[['Toán', '8.2'], ['Văn', '8.5'], ['Sử', '7.75'], ['Địa', '6.5'], ['Ngoại ngữ', '9'], ['GDCD', '8.25']]
01009271,[['Toán', '5.2'], ['Văn', '8'], ['Sử', '4.75'], ['Địa', '4.25'], ['Ngoại ngữ', '3.8'], ['GDCD', '8.5']]
01009272,[['Toán', '8.2'], ['Văn', '9'], ['Sử', '9.25'], ['Địa', '7.5'], ['Ngoại ngữ', '9'], ['GDCD', '10']]
01009273,[['Toán', '7.6'], ['Văn', '9'], ['Sử', '5.25'], ['Địa', '6'], ['Ngoại ngữ', '9.4'], ['GDCD', '9.25']]
01009274,[['Toán', '7.4'], ['Văn', '8.25'], ['Sử', '8'], ['Địa', '6.5'], ['Ngoại ngữ', '8.6'], ['GDCD', '9.75']]
01009275,[['Toán', '7.4'], ['Văn', '7.5'], ['Sử', '8.5'], ['Địa', '6.75'], ['Ngoại ngữ', '8.2'], ['GDCD', '9.25']]
01009276,[['Toán', '4.4'], ['Văn', '5.75'], ['Sử', '5.25'], ['Địa', '5.5'], ['Ngoại ngữ', '3.4'], ['GDCD', '7']]
01009277,[['Toán', '6.4'], ['Văn', '8.25'], ['Sử', '9'], ['Địa', '6.25'], ['Ngoại ngữ', '7'], ['GDCD', '9.25']]
01009278,[['Toán', '7.2'], ['Văn', '9.5'], ['Sử', '8'], ['Địa', '7'], ['Ngoại ngữ', '8.6'], ['GDCD', '10']]
01009279,[['Toán', '4'], ['Văn', '8'], ['Sử', '5'], ['Địa', '5.25'], ['Ngoại ngữ', '3.8'], ['GDCD', '7.5']]
01009280,[['Toán', '2.6'], ['Văn', '6'], ['Sử', '3'], ['Địa', '6'], ['Ngoại ngữ', '2.2'], ['GDCD', '6.25']]
01009281,[['Toán', '8.6'], ['Văn', '8'], ['Sử', '8.25'], ['Địa', '6'], ['Ngoại ngữ', '9.2'], ['GDCD', '9.5']]
01009282,[['Toán', '7'], ['Văn', '9'], ['Sử', '8.5'], ['Địa', '7.25'], ['Ngoại ngữ', '6.4'], ['GDCD', '9.5']]
01009283,[['Toán', '5.6'], ['Văn', '8'], ['Sử', '7'], ['Địa', '7.25'], ['Ngoại ngữ', '8.4'], ['GDCD', '8.25']]
01009284,[['Toán', '3'], ['Văn', '5.75'], ['Sử', '4.75'], ['Địa', '5.5'], ['Ngoại ngữ', '5'], ['GDCD', '8']]
01009285,[['Toán', '3.8'], ['Văn', '6.75'], ['Sử', '4.75'], ['Địa', '4.75'], ['Ngoại ngữ', '2.4'], ['GDCD', '6.25']]
01009286,[['Toán', '8'], ['Văn', '9.25'], ['Sử', '5.75'], ['Địa', '5.75'], ['Ngoại ngữ', '8.6'], ['GDCD', '8.5']]
01009287,[['Toán', '7.4'], ['Văn', '8.25'], ['Sử', '7.5'], ['Địa', '7.25'], ['Ngoại ngữ', '8.4'], ['GDCD', '9.5']]
01009288,[['Toán', '8'], ['Văn', '8.5'], ['Sử', '6.75'], ['Địa', '6'], ['Ngoại ngữ', '8.6'], ['GDCD', '9.25']]
01009289,[['Toán', '7.2'], ['Văn', '6.75'], ['Sử', '6.75'], ['Địa', '7.25'], ['Ngoại ngữ', '8.6'], ['GDCD', '8.25']]
01009290,[['Toán', '8.8'], ['Văn', '9'], ['Sử', '6.5'], ['Địa', '7'], ['Ngoại ngữ', '8.8'], ['GDCD', '9.5']]
01009291,[['Toán', '7.8'], ['Văn', '9'], ['Sử', '7.5'], ['Địa', '7'], ['Ngoại ngữ', '6.8'], ['GDCD', '9']]
01009292,[['Toán', '6.6'], ['Văn', '8.25'], ['Sử', '6.25'], ['Địa', '6.5'], ['Ngoại ngữ', '7.6'], ['GDCD', '8']]
01009293,[['Toán', '8'], ['Văn', '8.25'], ['Sử', '3.75'], ['Địa', '5'], ['Ngoại ngữ', '7.6'], ['GDCD', '8.25']]
01009294,[['Toán', '7.8'], ['Văn', '8.75'], ['Sử', '8.25'], ['Địa', '7.5'], ['Ngoại ngữ', '7.6'], ['GDCD', '8.5']]
01009295,[['Toán', '5.2'], ['Văn', '8.75'], ['Sử', '5.5'], ['Địa', '6.25'], ['Ngoại ngữ', '8.4'], ['GDCD', '8.5']]
01009296,[['Toán', '8.2'], ['Văn', '8.75'], ['Sử', '7.75'], ['Địa', '7.75'], ['Ngoại ngữ', '8.6'], ['GDCD', '10']]
01009297,[['Toán', '9'], ['Văn', '8.5'], ['Sử', '6.5'], ['Địa', '6.5'], ['Ngoại ngữ', '9.4'], ['GDCD', '9.25']]
01009298,[['Toán', '7.8'], ['Văn', '8.25'], ['Sử', '8'], ['Địa', '6.5'], ['Ngoại ngữ', '9.2'], ['GDCD', '8.75']]
01009299,[['Toán', '7.6'], ['Văn', '8.75'], ['Sử', '6'], ['Địa', '6'], ['Ngoại ngữ', '5.6'], ['GDCD', '9.25']]
01009300,[['Toán', '7.6'], ['Văn', '8.25'], ['Sử', '5.75'], ['Địa', '5.5'], ['Ngoại ngữ', '8.4'], ['GDCD', '7.75']]
01009301,[['Toán', '6'], ['Văn', '8.5'], ['Sử', '7.5'], ['Địa', '4.75'], ['Ngoại ngữ', '3.2'], ['GDCD', '9.5']]
01009302,[['Toán', '7.2'], ['Văn', '9'], ['Sử', '8.75'], ['Địa', '8.25'], ['Ngoại ngữ', '7.6'], ['GDCD', '8.25']]
01009303,[['Toán', '6.8'], ['Văn', '8.5'], ['Sử', '6.5'], ['Địa', '5'], ['Ngoại ngữ', '7.8'], ['GDCD', '8']]
01009304,[['Toán', '7.4'], ['Văn', '8.25'], ['Sử', '4.25'], ['Địa', '6.5'], ['Ngoại ngữ', '6.4'], ['GDCD', '8.25']]
01009305,[['Toán', '8.2'], ['Văn', '8.5'], ['Sử', '7.75'], ['Địa', '6.5'], ['Ngoại ngữ', '9'], ['GDCD', '9.5']]
01009306,[['Toán', '4.2'], ['Văn', '7'], ['Sử', '4.5'], ['Địa', '5.25'], ['Ngoại ngữ', '7.4'], ['GDCD', '7.25']]
01009307,[['Toán', '5.2'], ['Văn', '6.75'], ['Sử', '6'], ['Địa', '6.25'], ['Ngoại ngữ', '4'], ['GDCD', '8.25']]
01009308,[['Toán', '5.4'], ['Văn', '7.75'], ['Sử', '5.5'], ['Địa', '6'], ['Ngoại ngữ', '3.6'], ['GDCD', '7.25']]
01009309,[['Toán', '8.4'], ['Văn', '9.25'], ['Sử', '7'], ['Địa', '6'], ['Ngoại ngữ', '8.6'], ['GDCD', '9.5']]
01009310,[['Toán', '7.6'], ['Văn', '8.5'], ['Sử', '9.25'], ['Địa', '7.5'], ['Ngoại ngữ', '9.4'], ['GDCD', '9.75']]
01009311,[['Toán', '7.6'], ['Văn', '8.75'], ['Sử', '5.25'], ['Địa', '4.75'], ['Ngoại ngữ', '8.6'], ['GDCD', '7.5']]
01009312,[['Toán', '7.2'], ['Văn', '7.25'], ['Sử', '6'], ['Địa', '5.25'], ['Ngoại ngữ', '6.2'], ['GDCD', '8.25']]
01009313,[['Toán', '8.2'], ['Văn', '8.75'], ['Sử', '8'], ['Địa', '8'], ['Ngoại ngữ', '8.8'], ['GDCD', '9.75']]
01009314,[['Toán', '7.4'], ['Văn', '8'], ['Sử', '6.25'], ['Địa', '5.25'], ['Ngoại ngữ', '8.8'], ['GDCD', '8.75']]
01009315,[['Toán', '7.6'], ['Văn', '8.75'], ['Sử', '6.5'], ['Địa', '6.5'], ['Ngoại ngữ', '9.4'], ['GDCD', '9.25']]
01009316,[['Toán', '7.4'], ['Văn', '8'], ['Sử', '4.25'], ['Địa', '6.25'], ['Ngoại ngữ', '5.2'], ['GDCD', '8.75']]
01009317,[['Toán', '7.2'], ['Văn', '7.25'], ['Sử', '5.75'], ['Địa', '5.5'], ['Ngoại ngữ', '8.8'], ['GDCD', '8.5']]
01009318,[['Toán', '8.2'], ['Văn', '8.5'], ['Sử', '8.75'], ['Địa', '7.25'], ['Ngoại ngữ', '9.2'], ['GDCD', '9.25']]
01009319,[['Toán', '6'], ['Văn', '6.5'], ['Sử', '5.5'], ['Địa', '5.75'], ['Ngoại ngữ', '8.6'], ['GDCD', '6.75']]
01009320,[['Toán', '5.2'], ['Văn', '8.5'], ['Sử', '8.75'], ['Địa', '7'], ['Ngoại ngữ', '5.2'], ['GDCD', '8.5']]
01009321,[['Văn', '7.75'], ['Sử', '8.75'], ['Địa', '7.5']]
01009322,[['Toán', '7.2'], ['Văn', '6.75'], ['Sử', '7.25'], ['Địa', '6.25'], ['Ngoại ngữ', '4.6'], ['GDCD', '8']]
01009323,[['Toán', '8.2'], ['Văn', '8.5'], ['Sử', '6.75'], ['Địa', '6.5'], ['Ngoại ngữ', '9.2'], ['GDCD', '8.25']]
01009324,[['Toán', '6.4'], ['Văn', '8'], ['Sử', '4'], ['Địa', '6'], ['Ngoại ngữ', '3'], ['GDCD', '8']]
01009325,[['Toán', '5.2'], ['Văn', '6.75'], ['Sử', '4.5'], ['Địa', '6.25'], ['Ngoại ngữ', '2.4'], ['GDCD', '6.25']]
01009326,[['Toán', '6.6'], ['Văn', '7.5'], ['Sử', '7'], ['Địa', '6'], ['Ngoại ngữ', '3.4'], ['GDCD', '8.5']]
01009327,[['Toán', '4.6'], ['Văn', '4.5'], ['Sử', '6.5'], ['Địa', '7.25'], ['Ngoại ngữ', '3.4'], ['GDCD', '8.75']]
01009328,[['Toán', '6'], ['Văn', '5.5'], ['Sử', '7.25'], ['Địa', '7'], ['Ngoại ngữ', '5.4'], ['GDCD', '8.75']]
01009329,[['Toán', '7.8'], ['Văn', '8.5'], ['Sử', '6.5'], ['Địa', '6'], ['Ngoại ngữ', '8.2'], ['GDCD', '9']]
01009330,[['Toán', '7.4'], ['Văn', '7'], ['Sử', '4.5'], ['Địa', '5.75'], ['Ngoại ngữ', '8.4'], ['GDCD', '8.25']]
01009331,[['Toán', '7.2'], ['Lí', '8'], ['Hóa', '8.75']]
01009332,[['Toán', '8.4'], ['Văn', '8.75'], ['Sử', '6.75'], ['Địa', '7.5'], ['Ngoại ngữ', '7.6'], ['GDCD', '9.5']]
01009333,[['Toán', '4.8'], ['Văn', '8.5'], ['Sử', '5.25'], ['Địa', '6'], ['Ngoại ngữ', '7'], ['GDCD', '9.5']]
01009334,[['Toán', '8.2'], ['Văn', '8'], ['Sử', '6.75'], ['Địa', '6.25'], ['Ngoại ngữ', '9.4'], ['GDCD', '9.25']]
01009335,[['Toán', '8'], ['Văn', '7.75'], ['Sử', '5.75'], ['Địa', '4.75'], ['Ngoại ngữ', '7.2'], ['GDCD', '6.75']]
01009336,[['Toán', '8.2'], ['Văn', '8.5'], ['Sử', '9'], ['Địa', '8'], ['Ngoại ngữ', '8.6'], ['GDCD', '9']]
01009337,[['Toán', '6.2'], ['Văn', '7'], ['Sử', '5.5'], ['Địa', '7.25'], ['Ngoại ngữ', '8.8'], ['GDCD', '9']]
01009338,[['Toán', '6.6'], ['Văn', '6'], ['Sử', '4'], ['Địa', '4.5'], ['Ngoại ngữ', '8.8'], ['GDCD', '7.75']]
01009339,[['Toán', '3.6'], ['Văn', '5.25'], ['Sử', '4.25'], ['Địa', '5'], ['Ngoại ngữ', '3.2'], ['GDCD', '8.5']]
01009340,[['Toán', '7.4'], ['Văn', '7.25'], ['Sử', '5.5'], ['Địa', '5'], ['Ngoại ngữ', '4'], ['GDCD', '6.5']]
01009341,[['Toán', '8.4'], ['Văn', '9'], ['Sử', '8'], ['Địa', '7'], ['Ngoại ngữ', '9.6'], ['GDCD', '9.75']]
01009342,[['Toán', '7.8'], ['Văn', '8.25'], ['Sử', '6.25'], ['Địa', '5.5'], ['Ngoại ngữ', '7.8'], ['GDCD', '8.25']]
01009343,[['Toán', '8.2'], ['Văn', '9'], ['Sử', '6.75'], ['Địa', '7.25'], ['Ngoại ngữ', '8.4'], ['GDCD', '9.5']]
01009344,[['Toán', '6.6'], ['Văn', '2.75'], ['Sử', '6'], ['Địa', '6.5'], ['Ngoại ngữ', '8.6'], ['GDCD', '6.5']]
01009345,[['Toán', '5.6'], ['Văn', '8.25'], ['Sử', '6.75'], ['Địa', '6.75'], ['Ngoại ngữ', '7.6'], ['GDCD', '6.75']]
01009346,[['Toán', '7.4'], ['Văn', '8.75'], ['Sử', '8.75'], ['Địa', '8'], ['Ngoại ngữ', '8.2'], ['GDCD', '10']]
01009347,[['Toán', '7.8'], ['Văn', '9'], ['Sử', '8.5'], ['Địa', '8.25'], ['Ngoại ngữ', '6.4'], ['GDCD', '9.25']]
01009348,[['Toán', '7.8'], ['Văn', '6.5'], ['Sử', '9'], ['Địa', '8.25'], ['Ngoại ngữ', '9.2'], ['GDCD', '9.75']]
01009349,[['Toán', '5.8'], ['Văn', '6.25'], ['Sử', '7.75'], ['Địa', '6.25'], ['Ngoại ngữ', '8.4'], ['GDCD', '6.75']]
01009350,[['Toán', '7.6'], ['Văn', '8.5'], ['Sử', '7.25'], ['Địa', '6.75'], ['Ngoại ngữ', '8.8'], ['GDCD', '9']]
01009351,[['Toán', '4.4'], ['Văn', '6.25'], ['Sử', '5.25'], ['Địa', '6.25'], ['Ngoại ngữ', '3'], ['GDCD', '9.25']]
01009352,[['Toán', '7.8'], ['Văn', '7.5'], ['Sử', '3.25'], ['Địa', '5.5'], ['Ngoại ngữ', '8.4'], ['GDCD', '8.25']]
01009353,[['Toán', '8.4'], ['Văn', '9.25'], ['Sử', '7.75'], ['Địa', '6.5'], ['Ngoại ngữ', '9.4'], ['GDCD', '8.25']]
01009354,[['Văn', '7.25'], ['Sử', '8.5'], ['Địa', '7.75']]
01009355,[['Toán', '7.2'], ['Văn', '8.5'], ['Sử', '7.75'], ['Địa', '6.25'], ['Ngoại ngữ', '9.4'], ['GDCD', '8.25']]
01009356,[['Toán', '5'], ['Văn', '7'], ['Sử', '3.5'], ['Địa', '5.5'], ['Ngoại ngữ', '5'], ['GDCD', '6.25']]
01009357,[['Toán', '6'], ['Văn', '6.75'], ['Sử', '5.75'], ['Địa', '5.25'], ['Ngoại ngữ', '9'], ['GDCD', '6.75']]
01009358,[['Toán', '8.8'], ['Văn', '9.25'], ['Sử', '7.5'], ['Địa', '7.25'], ['Ngoại ngữ', '8.8'], ['GDCD', '10']]
01009359,[['Toán', '3.8'], ['Văn', '5.5'], ['Sử', '3.25'], ['Địa', '4.75'], ['Ngoại ngữ', '3.4'], ['GDCD', '9']]
01009360,[['Toán', '8.2'], ['Văn', '8.25'], ['Sử', '8.25'], ['Địa', '8.25'], ['Ngoại ngữ', '7.8'], ['GDCD', '9']]
01009361,[['Toán', '6.4'], ['Văn', '9'], ['Sử', '6'], ['Địa', '5.75'], ['Ngoại ngữ', '6.8'], ['GDCD', '7.75']]
01009362,[['Toán', '7.4'], ['Văn', '8'], ['Sử', '6.25'], ['Địa', '6.5'], ['Ngoại ngữ', '9.2'], ['GDCD', '9.25']]
01009363,[['Toán', '7.6'], ['Văn', '7'], ['Sử', '6.75'], ['Địa', '6.25'], ['Ngoại ngữ', '8.8'], ['GDCD', '9.5']]
01009364,[['Toán', '7.2'], ['Văn', '9'], ['Sử', '8.5'], ['Địa', '8'], ['Ngoại ngữ', '6.6'], ['GDCD', '9.5']]
01009365,[['Toán', '7.4'], ['Văn', '9'], ['Sử', '8.25'], ['Địa', '7.5'], ['Ngoại ngữ', '9'], ['GDCD', '9']]
01009366,[['Toán', '7.2'], ['Văn', '8.5'], ['Sử', '7.75'], ['Địa', '6'], ['Ngoại ngữ', '9.2'], ['GDCD', '7.5']]
01009367,[['Toán', '7.6'], ['Văn', '9.25'], ['Sử', '8.25'], ['Địa', '6.5'], ['Ngoại ngữ', '8.6'], ['GDCD', '9.5']]
01009368,[['Toán', '7'], ['Văn', '9'], ['Sử', '9.75'], ['Địa', '8.75'], ['Ngoại ngữ', '6.6'], ['GDCD', '9.5']]
01009369,[['Toán', '8'], ['Văn', '8.75'], ['Sử', '6.75'], ['Địa', '7.25'], ['Ngoại ngữ', '8.4'], ['GDCD', '9.25']]
01009370,[['Toán', '7.4'], ['Văn', '9'], ['Sử', '6.5'], ['Địa', '7'], ['Ngoại ngữ', '9.2'], ['GDCD', '9.5']]
01009371,[['Toán', '8.4'], ['Văn', '9'], ['Sử', '8.75'], ['Địa', '6.5'], ['Ngoại ngữ', '7.2'], ['GDCD', '9.5']]
01009372,[['Toán', '7.4'], ['Văn', '8'], ['Sử', '4.25'], ['Địa', '4.25'], ['Ngoại ngữ', '5.2'], ['GDCD', '5.75']]
01009373,[['Toán', '8.2'], ['Văn', '8.75'], ['Sử', '8.75'], ['Địa', '8.25'], ['Ngoại ngữ', '9.4'], ['GDCD', '9.75']]
01009374,[['Toán', '8.6'], ['Văn', '9'], ['Sử', '8.75'], ['Địa', '6.75'], ['Ngoại ngữ', '9.2'], ['GDCD', '8.5']]
01009375,[['Toán', '8.2'], ['Văn', '7.75'], ['Sử', '8.75'], ['Địa', '6.75'], ['Ngoại ngữ', '8.8'], ['GDCD', '9']]
01009376,[['Toán', '6.6'], ['Văn', '8.75'], ['Sử', '5.75'], ['Địa', '6.75'], ['Ngoại ngữ', '9'], ['GDCD', '8.5']]
01009377,[['Toán', '7.8'], ['Văn', '8.5'], ['Sử', '5.5'], ['Địa', '5.25'], ['Ngoại ngữ', '7.6'], ['GDCD', '8.75']]
01009378,[['Toán', '7.4'], ['Văn', '8.5'], ['Sử', '6.75'], ['Địa', '7'], ['Ngoại ngữ', '8.8'], ['GDCD', '9']]
01009379,[['Toán', '8.4'], ['Văn', '8.5'], ['Sử', '5.25'], ['Địa', '6'], ['Ngoại ngữ', '9'], ['GDCD', '8.5']]
01009380,[['Toán', '7.4'], ['Văn', '8.75'], ['Sử', '4.75'], ['Địa', '6'], ['Ngoại ngữ', '7'], ['GDCD', '8']]
01009381,[['Toán', '6.8'], ['Văn', '8.5'], ['Sử', '5.5'], ['Địa', '6.75'], ['Ngoại ngữ', '8.6'], ['GDCD', '8']]
01009382,[['Toán', '8.4'], ['Văn', '9'], ['Sử', '5.25'], ['Địa', '6.75'], ['Ngoại ngữ', '8.6'], ['GDCD', '7.75']]
01009383,[['Toán', '7.2'], ['Văn', '9'], ['Sử', '4.75'], ['Địa', '5.5'], ['Ngoại ngữ', '6'], ['GDCD', '7.75']]
01009384,[['Toán', '7'], ['Văn', '8.75'], ['Sử', '7.75'], ['Địa', '8'], ['Ngoại ngữ', '7.2'], ['GDCD', '9.25']]
01009385,[['Toán', '7.8'], ['Văn', '8.5'], ['Sử', '8.5'], ['Địa', '7.5'], ['Ngoại ngữ', '9'], ['GDCD', '10']]
01009386,[['Toán', '6'], ['Văn', '8.5'], ['Sử', '8.75'], ['Địa', '6'], ['Ngoại ngữ', '8.8'], ['GDCD', '8']]
01009387,[['Toán', '8.4'], ['Văn', '9'], ['Sử', '7.75'], ['Địa', '6.5'], ['Ngoại ngữ', '9'], ['GDCD', '9']]
01009388,[['Toán', '6.4'], ['Văn', '8.75'], ['Sử', '5'], ['Địa', '6.25'], ['Ngoại ngữ', '5.6'], ['GDCD', '8.5']]
01009389,[['Toán', '7.6'], ['Văn', '8'], ['Sử', '8'], ['Địa', '7.5'], ['Ngoại ngữ', '8.8'], ['GDCD', '9']]
01009390,[['Toán', '7.6'], ['Văn', '9'], ['Sử', '7'], ['Địa', '6.5'], ['Ngoại ngữ', '6'], ['GDCD', '9']]
01009391,[['Toán', '8'], ['Văn', '8.5'], ['Sử', '7.25'], ['Địa', '2.5'], ['Ngoại ngữ', '9.8'], ['GDCD', '9.75']]
01009392,[['Toán', '7.8'], ['Văn', '8.5'], ['Sử', '6.25'], ['Địa', '5'], ['Ngoại ngữ', '8.6'], ['GDCD', '7.75']]
01009393,[['Toán', '7.8'], ['Văn', '8.25'], ['Sử', '8.25'], ['Địa', '7.75'], ['Ngoại ngữ', '9.2'], ['GDCD', '9.25']]
01009394,[['Toán', '8.6'], ['Văn', '9.5'], ['Sử', '8'], ['Địa', '7'], ['Ngoại ngữ', '8.8'], ['GDCD', '10']]
01009395,[['Toán', '5.2'], ['Văn', '6.5'], ['Sử', '3.5'], ['Địa', '4'], ['Ngoại ngữ', '2.6'], ['GDCD', '6.5']]
01009396,[['Toán', '7.8'], ['Văn', '9'], ['Sử', '6.25'], ['Địa', '4.75'], ['Ngoại ngữ', '9'], ['GDCD', '8.25']]
01009397,[['Toán', '5.6'], ['Văn', '3.75'], ['Sử', '4.25'], ['Địa', '4.5'], ['Ngoại ngữ', '6.4'], ['GDCD', '7.25']]
01009398,[['Toán', '6.8'], ['Văn', '8'], ['Sử', '4.75'], ['Địa', '6.5'], ['Ngoại ngữ', '6.6'], ['GDCD', '8']]
01009399,[['Toán', '8'], ['Văn', '8'], ['Sử', '8.25'], ['Địa', '9'], ['Ngoại ngữ', '9'], ['GDCD', '8.75']]
01009400,[['Toán', '5.4'], ['Văn', '8.5'], ['Sử', '8.5'], ['Địa', '6.75'], ['Ngoại ngữ', '4.8'], ['GDCD', '9.25']]
01009401,[['Toán', '7.4'], ['Văn', '7.5'], ['Sử', '6.75'], ['Địa', '7'], ['Ngoại ngữ', '9.4'], ['GDCD', '9.25']]
01009402,[['Toán', '7.8'], ['Văn', '8.25'], ['Sử', '6.75'], ['Địa', '7.25'], ['Ngoại ngữ', '7.8'], ['GDCD', '8.75']]
01009403,[['Toán', '7.8'], ['Văn', '8.25'], ['Sử', '9'], ['Địa', '7.5'], ['Ngoại ngữ', '9'], ['GDCD', '9.75']]
01009404,[['Toán', '8'], ['Văn', '7.5'], ['Sử', '6.5'], ['Địa', '6.25'], ['Ngoại ngữ', '8.2'], ['GDCD', '9']]
01009405,[['Toán', '7.4'], ['Văn', '7.75'], ['Sử', '5.5'], ['Địa', '6'], ['Ngoại ngữ', '4.2'], ['GDCD', '8.5']]
01009406,[['Toán', '7'], ['Văn', '8'], ['Sử', '7.25'], ['Địa', '6.75'], ['Ngoại ngữ', '9.6'], ['GDCD', '9.25']]
01009407,[['Toán', '7.8'], ['Văn', '9'], ['Sử', '5'], ['Địa', '6'], ['Ngoại ngữ', '4.6'], ['GDCD', '9.5']]
01009408,[['Toán', '8.8'], ['Văn', '8.25'], ['Sử', '6.25'], ['Địa', '4.5'], ['Ngoại ngữ', '9'], ['GDCD', '8.5']]
01009409,[['Toán', '5.4'], ['Văn', '6.75'], ['Sử', '4.75'], ['Địa', '5.75'], ['Ngoại ngữ', '5.8'], ['GDCD', '8.5']]
01009410,[['Toán', '7.6'], ['Văn', '7.5'], ['Sử', '7.75'], ['Địa', '6.25'], ['Ngoại ngữ', '8.4'], ['GDCD', '9.75']]
01009411,[['Toán', '7'], ['Văn', '8.75'], ['Sử', '7.25'], ['Địa', '7.25'], ['Ngoại ngữ', '6.6'], ['GDCD', '8.25']]
01009412,[['Toán', '7.4'], ['Văn', '8.25'], ['Sử', '7.25'], ['Địa', '6'], ['Ngoại ngữ', '4.8'], ['GDCD', '8.5']]
01009413,[['Toán', '9'], ['Văn', '9'], ['Sử', '6'], ['Địa', '7'], ['Ngoại ngữ', '8'], ['GDCD', '9']]
01009414,[['Toán', '7'], ['Văn', '8.5'], ['Sử', '7.75'], ['Địa', '6'], ['Ngoại ngữ', '8.8'], ['GDCD', '9']]
01009415,[['Toán', '8'], ['Văn', '9'], ['Sử', '6.75'], ['Địa', '7.25'], ['Ngoại ngữ', '9'], ['GDCD', '8.5']]
01009416,[['Toán', '7.8'], ['Văn', '8.75'], ['Sử', '8.5'], ['Địa', '6.5'], ['Ngoại ngữ', '9.2'], ['GDCD', '9.25']]
01009417,[['Toán', '8'], ['Văn', '8'], ['Sử', '6.75'], ['Địa', '6.5'], ['Ngoại ngữ', '8.8'], ['GDCD', '7.75']]
01009418,[['Toán', '8.4'], ['Văn', '8'], ['Sử', '8.5'], ['Địa', '7.75'], ['Ngoại ngữ', '8.6'], ['GDCD', '9.5']]
01009419,[['Toán', '6.8'], ['Văn', '8'], ['Sử', '7.25'], ['Địa', '7'], ['Ngoại ngữ', '8.4'], ['GDCD', '9.25']]
01009420,[['Toán', '8.6'], ['Văn', '9'], ['Sử', '7.25'], ['Địa', '7'], ['Ngoại ngữ', '9'], ['GDCD', '9.25']]
01009421,[['Toán', '7.2'], ['Văn', '8.5'], ['Sử', '7.5'], ['Địa', '5.25'], ['Ngoại ngữ', '7.6'], ['GDCD', '9.25']]
01009422,[['Toán', '6.4'], ['Văn', '9'], ['Sử', '7.75'], ['Địa', '6'], ['Ngoại ngữ', '9'], ['GDCD', '9.75']]
01009423,[['Toán', '8.6'], ['Văn', '8.75'], ['Sử', '6.5'], ['Địa', '5.5'], ['Ngoại ngữ', '9.2'], ['GDCD', '9.75']]
01009424,[['Toán', '8'], ['Văn', '6.75'], ['Sử', '4.5'], ['Địa', '6.25'], ['Ngoại ngữ', '7.4'], ['GDCD', '8.25']]
01009425,[['Toán', '6.6'], ['Văn', '7.25'], ['Sử', '3.75'], ['Địa', '6'], ['Ngoại ngữ', '5.4'], ['GDCD', '6.5']]
01009426,[['Toán', '7'], ['Văn', '8.5'], ['Sử', '6.25'], ['Địa', '6.25'], ['Ngoại ngữ', '7.2'], ['GDCD', '8']]
01009427,[['Toán', '7.6'], ['Văn', '8.75'], ['Sử', '5.5'], ['Địa', '5'], ['Ngoại ngữ', '7'], ['GDCD', '9.25']]
01009428,[['Toán', '7.4'], ['Văn', '8'], ['Sử', '8'], ['Địa', '5.75'], ['Ngoại ngữ', '7.8'], ['GDCD', '10']]
01009429,[['Toán', '8.4'], ['Văn', '8.75'], ['Sử', '7.5'], ['Địa', '6.5'], ['Ngoại ngữ', '8.8'], ['GDCD', '9.5']]
01009430,[['Toán', '7.4'], ['Văn', '9'], ['Sử', '8'], ['Địa', '8.25'], ['Ngoại ngữ', '7.4'], ['GDCD', '9']]
01009431,[['Toán', '8.6'], ['Văn', '9.25'], ['Sử', '7'], ['Địa', '7'], ['Ngoại ngữ', '9.6'], ['GDCD', '9.5']]
01009432,[['Toán', '8'], ['Văn', '7.5'], ['Sử', '5.5'], ['Địa', '7'], ['Ngoại ngữ', '8.6'], ['GDCD', '9']]
01009433,[['Toán', '7.2'], ['Văn', '8.5'], ['Sử', '5.25'], ['Địa', '5.75'], ['Ngoại ngữ', '9.2'], ['GDCD', '9']]
01009434,[['Toán', '6.2'], ['Văn', '8'], ['Sử', '6'], ['Địa', '6.25'], ['Ngoại ngữ', '4.6'], ['GDCD', '8.25']]
01009435,[['Toán', '8.2'], ['Văn', '8.75'], ['Sử', '5.5'], ['Địa', '6.25'], ['Ngoại ngữ', '8'], ['GDCD', '9.5']]
01009436,[['Toán', '7.2'], ['Văn', '8.5'], ['Sử', '6.25'], ['Địa', '6.5'], ['Ngoại ngữ', '7'], ['GDCD', '8.75']]
01009437,[['Toán', '8.6'], ['Văn', '9.25'], ['Sử', '8.75'], ['Địa', '7'], ['Ngoại ngữ', '9.2'], ['GDCD', '9.5']]
01009438,[['Toán', '6.6'], ['Văn', '8.5'], ['Sử', '9.25'], ['Địa', '8.5'], ['Ngoại ngữ', '9.4'], ['GDCD', '9.5']]
01009439,[['Toán', '8.2'], ['Văn', '9'], ['Sử', '9.5'], ['Địa', '8'], ['Ngoại ngữ', '9'], ['GDCD', '9.75']]
01009440,[['Toán', '7.6'], ['Văn', '8.75'], ['Sử', '7'], ['Địa', '6.25'], ['Ngoại ngữ', '8.8'], ['GDCD', '8.75']]
01009441,[['Toán', '6'], ['Văn', '8.5'], ['Sử', '6'], ['Địa', '6.25'], ['Ngoại ngữ', '3.8'], ['GDCD', '7.75']]
01009442,[['Văn', '3.75'], ['Sử', '7.25'], ['Địa', '4.75']]
